ID;Estado;Asunto;Solicitado;Resuelto;Rol de usuario;Agente de soporte;Servicio relacionado;Canal;Tipo;Prioridad
71533;Cerrado;Divulgar en comunidad de San José;46063,63403;46065,33403;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71534;Cerrado;Re:;46063,64375;46063,65069;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71535;Cerrado;Consulta;46063,64861;46071,33958;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71536;Cerrado;Rv: Campus Tecnológico Central Cartago - Solicitud de Matrícula por Inclusión I Semestre 2026;46063,65069;46063,65139;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71537;Cerrado;Solicitud de cambio de comunidades;46063,66528;46063,66944;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71538;Cerrado;Solicitud o ayuda con la cuenta de Tec digital;46063,67083;46063,67222;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71539;Cerrado;Problema acceso;46063,71597;46064,31875;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71540;Cerrado;Consulta de estudiante no regular.;46063,72222;46071,33958;Estudiante;Carlos Calvo;Expediente estudiantil;Correo;Solicitud;Normal
71541;Cerrado;Sistema para inclusiones;46063,75694;46064,33125;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71542;Cerrado;RV: Solicitud para el Area Académica de Maestría en Gerencia de Proyectos;46063,75972;46065,45556;Profesor;Carlos Calvo;Creación de comunidades;Correo;Solicitud;Normal
71543;Cerrado;Acceso a correo institucional;46063,88819;46064,40278;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
71544;Cerrado;Consulta respecto a sistema de inlusion;46063,90417;46064,33403;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71547;Cerrado;Consulta sobre la inclusión de los estudiante de nuevo ingreso a la comunidad PI LIMON;46064,33681;46064,42847;Administrativo;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71548;Cerrado;RE: Permisos a Expediente estudiantil;46064,36389;46064,41597;Profesor;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
71549;Cerrado;Consulta;46064,37569;46064,47569;Profesor;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71550;Cerrado;actualizacion contraseña;46064,40417;46064,40417;Estudiante FundaTEC;Carlos Calvo;Cambio de contraseña FundaTEC;Teléfono;Solicitud;Normal
71551;Cerrado;Memorando ati-014-2026 Permiso Pedro;46064,44514;46064,48611;Director/Coordinador;Carlos Calvo;Asignación de permisos especiales;Correo;Solicitud;Normal
71552;Cerrado;consulta;46064,45625;46064,48472;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71553;Cerrado;Consulta;46064,45694;46064,56042;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71554;Cerrado;RE: Solicitud de difusión del reglamento y contacto de la Comisión DOSIEG para la Comunidad Institucional activa en el TEC Digital;46064,50764;46069,675;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71555;Cerrado;Problema con TecDigital;46064,53889;46064,54236;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71556;Cerrado;Consulta por problemas en mis cursos;46064,56111;46064,57292;;;;;;'-
71557;Cerrado;No visualizo estudiantes en mis cursos;46064,56319;46064,57431;Profesor;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71558;Cerrado;Solicitud apertura TEC Digital: EXCEL TAE GR1;46064,58958;46065,66944;Administrativo FundaTEC;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
71559;Cerrado;Solicitud apertura TEC Digital: EXCEL TAE GR2;46064,6;46066,39236;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71560;Cerrado;Copiado de grupos;46064,64861;46066,42014;Profesor;Carlos Calvo;Copiado de contenidos;Correo;Solicitud;Normal
71561;Cerrado;Problemas con el inicio de sesión en Tec Digital;46064,65;46064,66597;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71562;Cerrado;Inicio de sesión en el correo estudiantil;46064,66806;46064,67361;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
71563;Cerrado;activar cuenta;46064,67569;46064,67569;Profesor;Carlos Calvo;Activar cuentas de usuario;Teléfono;Solicitud;Normal
71564;Cerrado;Mi curso no aparece en la plataforma;46064,68819;46065,32639;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71565;Cerrado;Problema Ingreso TEC Digital;46064,70347;46069,33194;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71566;Cerrado;Problema con inicio de sesión;46064,72361;46065,43403;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71567;Cerrado;No permite ingresar al Tec digital;46064,73194;46065,32986;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71568;Cerrado;Error en el expediente;46064,78958;46071,34583;Estudiante;Carlos Calvo;Expediente estudiantil;Correo;Solicitud;Normal
71569;Cerrado;ingreso al tec digital;46064,82639;46069,32222;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71570;Cerrado;Actualización de la Comunidad de Física General III en el TEC Digital;46064,97431;46070,31736;Director/Coordinador;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71572;Cerrado;Acceso al TEC digital;46065,30903;46069,44514;Externo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71573;Cerrado;Actualización de los miembros de la cátedra de Matemática Básica para Administración;46065,3125;46069,38681;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71574;Cerrado;Acceso a la plataforma TEC-Digital;46065,34028;46065,34306;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71575;Cerrado;RV: Inconveniente con tecDigital;46065,36597;46065,37083;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71576;Cerrado;activar cuenta;46065,37361;46065,37361;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71577;Cerrado;Solución con tec digital;46065,38472;46065,38542;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71578;Cerrado;Solicitud de corrección;46065,39653;46065,4;Director/Coordinador Colegio Científico;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71579;Cerrado;Evidencia 3er Examen Freddy Hidalgo Zárate;46065,41458;46065,41736;Estudiante;Carlos Calvo;Evaluaciones;Correo;Solicitud;Normal
71580;Cerrado;no puedo entrar al TEC digital;46065,42083;46065,42847;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71581;Cerrado;Problema Ingreso TEC Digital;46065,45556;46065,45694;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71582;Cerrado;PROBLEMAS DE INGRESO;46065,48542;46069,34028;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71583;Cerrado;Consulta sobre visualización de grupo en Tec Digital;46065,50139;46065,57014;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71584;Cerrado;Fwd:;46065,51458;46065,54722;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71585;Cerrado;Lista de estudiantes y correo electrónico;46065,53542;46065,55278;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71587;Cerrado;Favor;46065,56042;46065,61458;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71588;Cerrado;Problema Tec Digital;46065,57778;46065,60208;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71589;Cerrado;Problema con el TecDigital;46065,59028;46065,60833;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71590;Cerrado;agregar a curso;46065,60903;46065,60903;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Teléfono;Solicitud;Normal
71591;Cerrado;obtener acceso por primera vez a Turnitin;46065,625;46065,63264;Profesor;Carlos Calvo;Control de plagio;Correo;Solicitud;Normal
71592;Cerrado;Examen diagnostico Biologia;46065,62986;46065,63264;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71593;Cerrado;Solicitud: Creación de cursos - I Semestre 2026;46065,64028;46072,64097;Administrativo;Carlos Calvo;Creación de curso;Correo;Solicitud;Normal
71594;Cerrado;Solicitud de reunión: Transformación digital en la educación superior;46065,64792;46077,46806;Externo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71595;Cerrado;Aviso TEC Digital -Estudio de Perfil de Ingreso 2026;46065,66111;46069,44583;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71596;Cerrado;SOLICITUD DE COLABORACION;46065,67778;46066,33264;Administrativo;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71597;Cerrado;Error al dar de baja un curso;46065,77431;46066,37569;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71598;Cerrado;Error de acceso: Me di de baja accidentalmente - CE1104 - Grupo 05;46065,79861;46066,37083;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71599;Cerrado;Solicitud - asignación de curso y grupo a profesor(a) Escuela de Ingeniería en Computadores;46065,8625;46066,38681;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71600;Cerrado;Solicitud de ayuda;46065,87847;46066,55764;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71601;Cerrado;Baja de Materia;46066,07153;46066,36597;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71602;Cerrado;Inclusion;46066,25972;46066,38056;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71603;Cerrado;Apoyo para acceder al TEC Digital;46066,33056;46066,38889;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71604;Cerrado;Activación de cuenta TECDigital;46066,35069;46069,68681;Administrativo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71605;Cerrado;Error en el GAAP;46066,35903;46066,55764;Profesor;Carlos Calvo;GAAP;Correo;Solicitud;Normal
71606;Cerrado;acceso a turnitin;46066,36389;46066,36389;Profesor;Carlos Calvo;Control de plagio;Presencial;Solicitud;Normal
71607;Cerrado;Me di de baja en un curso accidentalmente;46066,38264;46066,39514;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71608;Cerrado;activar cuenta;46066,38472;46066,38472;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71609;Cerrado;Aplicaciones no visibles en TEC DIGITAL [2017103205];46066,39583;46069,44306;Estudiante Colegio Científico;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71610;Cerrado;Consulta;46066,42569;46066,55833;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71611;Cerrado;agregar a curso;46066,42917;46066,42917;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71612;Cerrado;Consulta sobre mensaje de bienvenida;46066,43889;46066,6125;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71613;Cerrado;Consulta acerca de plataforma Tec Digital;46066,45278;46066,56736;Administrativo FundaTEC;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71614;Cerrado;Error en Laboratorio de Circuitos en CC y CA - Grupo 1;46066,46319;46066,56875;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71615;Cerrado;Agregar estudiantes matriculados a cátedra de Resistencia de Materiales.;46066,475;46066,6875;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71616;Cerrado;Re: [Centro de Ayuda del TEC Digital] Re: Problemas de ingreso al TEC Digital;46066,47986;46066,57014;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71617;Cerrado;solicitud de apertura de grupo en tec digital;46066,48264;46066,57986;Profesor;Carlos Calvo;Creación de comunidades;Correo;Solicitud;Normal
71618;Cerrado;Agregar a tutor a cátedra de Resistencia de Materiales;46066,48611;46066,68056;Profesor;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71619;Cerrado;Inclusión de estudiantes en la Cátedra de ESTÁTICA MI2106;46066,5;46069,32292;Director/Coordinador;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71620;Cerrado;Divulgar;46066,50069;46066,58333;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71621;Cerrado;Agregar información de beneficiario INS;46066,50556;46069,34931;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71622;Cerrado;Beneficiario Póliza;46066,51181;46069,34931;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71623;Cerrado;Solicitud apoyo ingreso TEC Digital;46066,51667;46069,5625;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71624;Cerrado;Re: [Centro de Ayuda del TEC Digital] Re: Fwd: Reingreso aprobado – Solicitud de activación de cuenta institucional;46066,525;46069,42014;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71625;Cerrado;activar cuenta;46066,56111;46066,56111;Estudiante;Carlos Calvo;Creación de comunidades;Teléfono;Solicitud;Normal
71627;Cerrado;cambio de comunidad;46066,56597;46066,56597;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Teléfono;Solicitud;Normal
71628;Cerrado;Solicitud de agregar estudiantes;46066,58056;46066,67361;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71629;Cerrado;Asignación de Curso;46066,58333;46066,59444;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71630;Cerrado;Solicitud de incluir curso;46066,58472;46066,59097;Profesor;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71631;Cerrado;Solicitud de envío de correo a la comunidad estudiantil;46066,58542;46069,55139;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71632;Cerrado;activar cuenta;46066,59444;46066,59444;Estudiante;Carlos Calvo;Activar cuentas de usuario;Teléfono;Solicitud;Normal
71633;Cerrado;Sincronización de cursos en Tec Digital;46066,59931;46066,62361;Administrativo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71634;Cerrado;Ayuda para reactivación de estudiante;46066,60417;46069,34306;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71635;Cerrado;agregar a curso y cátedra;46066,60694;46066,60694;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71636;Cerrado;Solicitud para reingresar a un grupo;46066,63264;46066,66528;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71637;Cerrado;Ingreso al TEC Digital (Creación de usuarios);46066,65625;46066,65972;Administrativo FundaTEC;Carlos Calvo;Creación de usuarios FundaTEC;Correo;Solicitud;Normal
71638;Cerrado;Ayuda sobre error en tec digital;46066,6875;46069,45486;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71639;Cerrado;Se me eliminó una materia;46066,68819;46069,45625;Estudiante;;;;;Urgente
71640;Cerrado;activar apps;46066,69167;46066,69167;Estudiante;Carlos Calvo;Expediente estudiantil;Correo;Solicitud;Normal
71641;Cerrado;Falta de acceso a una clase dentro del TEC-Digital;46066,73958;46069,45625;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71642;Cerrado;Beneficiario;46066,97569;46069,49514;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71644;Cerrado;Solicitud cuenta Outlook;46067,41389;46069,32847;Estudiante;Carlos Calvo;Problemas con correos;Correo;Solicitud;Normal
71646;Cerrado;Parece haber un error con mi cuenta del tecDigital...;46067,80625;46069,41111;;;;;;'-
71647;Cerrado;Error con información personal y otros datos en mi cuenta del tecDigital;46067,81736;46069,41111;Estudiante;Carlos Calvo;Cambiar información personal;Correo;Solicitud;Normal
71649;Cerrado;RE: [Centro de Ayuda del TEC Digital] Re: Sistema para inclusiones;46068,47292;46069,45833;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71650;Cerrado;RE: Aprobación en Sistema de Inclusioens;46068,47708;46069,46042;;;;;Solicitud;'-
71651;Cerrado;RE: Aprobación en Sistema de Inclusioens;46068,59514;46069,46111;Profesor;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71652;Cerrado;Inclusión Cátedra de Física II;46068,62292;46069,44028;Estudiante;Carlos Calvo;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
71653;Cerrado;Consulta sistema de inclusiones;46068,62778;46069,43542;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71654;Cerrado;Contraseña tec digital;46068,73819;46069,4625;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71655;Cerrado;CONSULTA INGRESO A TEC DIGITAL;46069,01111;46070,61389;Estudiante;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71656;Cerrado;Re: [Centro de Ayuda del TEC Digital] Actualización: RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL;46069,29375;46071,57708;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71657;Cerrado;Falta de acceso a una clase dentro del TEC-Digital;46069,30903;46069,47361;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71658;Cerrado;Agregar grupos a Cátedra;46069,3125;46069,48611;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71659;Cerrado;Solicitud de listas de estudiantes;46069,3125;46069,55903;Administrativo;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71660;Cerrado;Problemas en el proceso de solicitud de inclusión: Jennifer Dayana Villalobos Rodríguez.;46069,31736;46069,47569;;;;;;'-
71661;Cerrado;Problemas para realizar la solicitud de Inclusiones: Jennifer Dayana Villalobos Rodríguez.;46069,32083;46069,47639;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71662;Cerrado;Pregunta acerca de la matrícula por inclusión;46069,32569;46069,49167;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71663;Cerrado;Consulta importante sistema de Inclusiones;46069,33264;46069,55;Administrativo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71664;Cerrado;Enlace de SIGI;46069,34097;46069,46458;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;'-
71665;Cerrado;Enlace de SIGI;46069,34097;46073,44861;Administrativo;Carlos Calvo;Envío de comunicados a comunidades;Correo;Solicitud;Normal
71666;Cerrado;Consulta sobre solicitud de inclusión – Aseguramiento de la Calidad del Software;46069,34583;46069,5;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71667;Cerrado;Consulta sobre inclusion;46069,34931;46069,54861;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71668;Cerrado;Consulta sobre actualización de correquisito e inclusión;46069,35278;46069,55625;Estudiante;Mariana Mora;Inclusiones;Correo;Incidente;Normal
71669;Cerrado;actualización Cátedra de Física General I;46069,35556;46069,58194;Profesor;Mariana Mora;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71670;Cerrado;Consulta por problema con inclusion por choque de horario;46069,36111;46069,37569;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71671;Cerrado;Solicitud de actualización de integrantes de comunidad.;46069,36667;46069,67708;Director/Coordinador;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71672;Cerrado;Consulta;46069,36944;46069,56042;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71673;Cerrado;Incluirme como profesor de curso;46069,37153;46069,56181;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71674;Cerrado;RE: Solicitud de creación de grupo - Introducción a la Programación, grupo 13;46069,37431;46069,56389;Administrativo;Carlos Calvo;Creación cursos FundaTEC;Correo;Solicitud;Normal
71675;Cerrado;Equivocación;46069,375;46069,5625;Estudiante;Mariana Mora;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71676;Cerrado;Actualización de comunidad de Tutorías y Talleres de Física General;46069,39167;46070,49514;Profesor;Mariana Mora;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71677;Cerrado;Actualización comunidad PI-LIMÓN;46069,39444;46071,57639;Administrativo;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71678;Cerrado;Actualización de comunidad;46069,40069;46069,61736;Profesor;Mariana Mora;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71679;Cerrado;RV: Falta de acceso a una clase dentro del TEC-Digital;46069,40208;46069,56458;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71680;Cerrado;agregar a curso;46069,40972;46069,40972;Estudiante;Carlos Calvo;Agregar/cambiar asociación de estudiante a curso;Correo;Solicitud;Normal
71681;Cerrado;Acceso a inclusiones;46069,41319;46069,41319;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71682;Cerrado;QUITAR CARPETAS;46069,41319;46069,56806;Profesor;Carlos Calvo;Carpetas/Documentos;Correo;Solicitud;Normal
71683;Cerrado;actualización cursos y comunidades tec digital;46069,43958;46070,54722;Administrativo;Mariana Mora;Actualizar cursos a estudiantes;Correo;Solicitud;Normal
71684;Cerrado;activar cuenta;46069,44167;46069,44167;Estudiante;Carlos Calvo;Activar cuentas de usuario;Teléfono;Solicitud;Normal
71685;Cerrado;Actualizar Cátedras;46069,44167;46069,44167;Director/Coordinador;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71686;Cerrado;activar cuenta;46069,45833;46069,45833;Externo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71687;Cerrado;solicitud;46069,46806;46069,61736;Profesor;Mariana Mora;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71688;Cerrado;Inclusión de estudiantes en TEC digital;46069,47431;46070,31736;Profesor;Carlos Calvo;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71689;Cerrado;Consulta;46069,475;46069,64653;Administrativo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71690;Cerrado;Proceso de inclusiones;46069,51667;46069,59444;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71691;Cerrado;RV: Reactivación cuenta Tec Digital;46069,52778;46070,66458;Externo;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71692;Cerrado;Duda sobre levantamiento de requisitos en curso de Corriente Alterna;46069,53056;46069,56458;Estudiante;;;;;'-
71693;Cerrado;Duda sobre levantamiento de requisitos en escuela de Electronica;46069,53194;46069,56458;Estudiante;;;;;'-
71694;Cerrado;Duda sobre levantamiento de requisitos en la escuela de Electronica;46069,53333;46069,60625;Estudiante;Mariana Mora;Inclusiones;Correo;Solicitud;Normal
71695;Cerrado;Inicio de Sesión;46069,56458;46069,6125;Estudiante;Mariana Mora;Inclusiones;Correo;Solicitud;Normal
71696;Cerrado;Acceso al TEC Digital - Gestor de Inclusiones;46069,58611;46069,58611;Estudiante;Mariana Mora;Inclusiones;Teléfono;Solicitud;Normal
71697;Cerrado;Ayuda con acceso a curso como docente;46069,59653;46070,38681;Profesor;Carlos Calvo;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71698;Cerrado;Solicitud de Inclusión – Inglés 2 para Administración (Sede San Carlos) - Problema;46069,60486;46070,56736;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71699;Cerrado;Solicitud de Actualización de Información de Estudiantes de Cátedra;46069,61736;46069,61944;Profesor;;;;;'-
71700;Cerrado;Solicitud de Actualización de Información de Estudiantes de Cátedra;46069,61736;46070,31597;Profesor;;;;;'-
71701;Cerrado;Consulta;46069,61875;46070,39375;Administrativo;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71702;Cerrado;Problemas de acceso;46069,62778;46070,40764;Profesor;Carlos Calvo;Atención personalizada a usuarios;Correo;Solicitud;Normal
71703;Cerrado;Inclusión Ecuaciones Diferenciales;46069,64167;46069,64167;Estudiante;Mariana Mora;Inclusiones;Teléfono;Solicitud;Normal
71704;Cerrado;activacion de cuenta;46069,65278;46069,65278;Estudiante;Carlos Calvo;Activar cuentas de usuario;Correo;Solicitud;Normal
71705;Cerrado;Consulta sobre procedimiento de solicitud de inclusión;46069,66319;46070,39861;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71706;Cerrado;Activación de ingreso a plataforma;46069,66319;46071,38472;Estudiante;Carlos Calvo;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71707;Cerrado;Problemas en el proceso de inclusión;46069,66597;46070,39722;Estudiante;Carlos Calvo;Inclusiones;Correo;Solicitud;Normal
71708;Cerrado;Consulta sobre acceso a Tec Digital;46069,66806;46071,31597;Estudiante;Mariana Mora;Acceso a la plataforma TEC Digital;Correo;Solicitud;Normal
71709;Cerrado;Solicitud de Actualización de Información de Estudiantes de Cátedra;46069,67639;46070,40903;Director/Coordinador;Mariana Mora;Actualizar miembros de comunidades;Correo;Solicitud;Normal
71710;Cerrado;Corrección de miembro de curso;46069,68472;46069,68472;Administrativo;Mariana Mora;Agregar/cambiar asociación de estudiante a curso;Teléfono;Solicitud;Normal
71711;Cerrado;Agregar a curso MB2402;46069,68889;46070,31458;Profesor;Mariana Mora;Agregar/cambiar asociación de profesor a curso;Teléfono;Solicitud;Normal
71712;Cerrado;Consulta sobre sistema de inclusión;46069,69653;46070,37986;Estudiante;Mariana Mora;Inclusiones;Correo;Solicitud;Normal
71713;Cerrado;Soporte;46069,69861;46070,34722;Profesor;Mariana Mora;Agregar/cambiar asociación de profesor a curso;Correo;Solicitud;Normal
71714;Cerrado;No puedo usar los links de mi curso en TEC Digital;46069,72569;46070,40069;Estudiante;Mariana Mora;Atención personalizada a usuarios;Formulario web;Solicitud;Normal
71715;Cerrado;Cuestión Comunidades;46069,76042;46070,36528;Estudiante;Mariana Mora;Agregar/cambiar asociación de usuario a comunidad;Correo;Solicitud;Normal
