id_fecha_resuelto,dia,mes,anio,hora,minutos
1068,21,4,2026,15,25
1069,21,4,2026,15,35
1070,21,4,2026,15,49
1071,22,4,2026,8,51
1072,22,4,2026,9,22
1073,22,4,2026,10,5
1074,22,4,2026,10,37
1075,22,4,2026,13,13
1076,22,4,2026,13,45
1077,22,4,2026,14,50
1078,22,4,2026,14,51
1079,22,4,2026,14,53
1080,22,4,2026,15,15
1081,22,4,2026,15,30
1082,22,4,2026,15,31
1083,22,4,2026,15,41
1084,22,4,2026,15,45
1085,22,4,2026,15,46
1086,22,4,2026,16,18
1087,22,4,2026,16,24
1088,23,4,2026,7,35
1089,23,4,2026,7,41
1090,23,4,2026,7,52
1091,23,4,2026,8,4
1092,23,4,2026,10,3
1093,23,4,2026,10,32
1094,23,4,2026,10,54
1095,23,4,2026,13,9
1096,23,4,2026,13,18
1097,23,4,2026,13,36
1098,23,4,2026,15,13
1099,23,4,2026,16,22
1100,23,4,2026,16,25
1101,24,4,2026,7,48
1102,24,4,2026,7,57
1103,24,4,2026,7,58
1104,24,4,2026,8,9
1105,24,4,2026,9,10
1106,24,4,2026,9,18
1107,24,4,2026,9,24
1108,24,4,2026,9,36
1109,24,4,2026,9,42
1110,24,4,2026,9,44
1111,24,4,2026,10,0
1112,24,4,2026,10,4
1113,24,4,2026,10,5
1114,24,4,2026,10,7
1115,24,4,2026,10,8
1116,24,4,2026,10,11
1117,24,4,2026,11,39
1118,24,4,2026,14,2
1119,24,4,2026,14,18
1120,24,4,2026,15,41
1121,27,4,2026,7,54
1122,27,4,2026,7,55
1123,27,4,2026,7,59
1124,27,4,2026,8,1
1125,27,4,2026,8,45
1126,27,4,2026,8,46
1127,27,4,2026,8,49
1128,27,4,2026,8,55
1129,27,4,2026,11,50
1130,27,4,2026,13,52
1131,27,4,2026,14,59
1132,27,4,2026,15,58
1133,28,4,2026,7,44
1134,28,4,2026,7,45
1135,28,4,2026,8,43
1136,28,4,2026,10,38
1137,28,4,2026,10,49
1138,28,4,2026,10,50
1139,28,4,2026,10,51
1140,28,4,2026,11,0
1141,28,4,2026,11,23
1142,28,4,2026,11,40
1143,28,4,2026,11,54
1144,28,4,2026,14,22
1145,28,4,2026,14,27
1146,28,4,2026,14,44
1147,28,4,2026,14,45
1148,29,4,2026,7,45
1149,29,4,2026,9,24
1150,29,4,2026,10,22
1151,29,4,2026,11,5
1152,29,4,2026,11,34
1153,29,4,2026,11,50
1154,29,4,2026,13,9
1155,29,4,2026,13,10
1156,29,4,2026,13,36
1157,29,4,2026,13,37
1158,29,4,2026,13,58
1159,29,4,2026,14,2
1160,29,4,2026,15,38
1161,29,4,2026,15,41
1162,29,4,2026,16,25
1163,30,4,2026,7,32
1164,30,4,2026,8,45
1165,30,4,2026,9,21
1166,30,4,2026,9,41
1167,30,4,2026,9,57
1168,30,4,2026,12,2
1169,30,4,2026,13,11
1170,30,4,2026,13,43
1171,30,4,2026,14,25
1172,30,4,2026,15,18
1173,4,5,2026,7,43
1174,4,5,2026,7,53
1175,4,5,2026,7,56
1176,4,5,2026,8,6
1177,4,5,2026,11,18
1178,4,5,2026,11,29
1179,4,5,2026,11,30
1180,4,5,2026,13,47
1181,4,5,2026,13,48
1182,4,5,2026,13,49
1183,4,5,2026,13,51
1184,4,5,2026,14,12
1185,4,5,2026,14,41
1186,4,5,2026,16,30
1187,5,5,2026,7,50
1188,5,5,2026,9,4
1189,5,5,2026,9,8
1190,5,5,2026,9,15
1191,5,5,2026,9,36
1192,5,5,2026,9,43
1193,5,5,2026,9,56
1194,5,5,2026,10,35
1195,5,5,2026,13,19
1196,5,5,2026,14,52
1197,5,5,2026,15,25
1198,6,5,2026,7,49
1199,6,5,2026,7,55
1200,6,5,2026,8,43
1201,6,5,2026,9,11
1202,6,5,2026,10,59
1203,6,5,2026,11,11
1204,6,5,2026,13,51
1205,6,5,2026,15,10
1206,6,5,2026,15,50
1207,7,5,2026,7,34
1208,7,5,2026,9,27
1209,7,5,2026,11,12
1210,7,5,2026,11,30
1211,7,5,2026,11,34
1212,7,5,2026,13,12
1213,7,5,2026,13,13
1214,7,5,2026,15,6
1215,7,5,2026,16,4
1216,11,5,2026,8,49
1217,11,5,2026,8,57
1218,11,5,2026,9,1
1219,11,5,2026,9,5
1220,11,5,2026,9,9
1221,11,5,2026,9,20
1222,11,5,2026,9,23
1223,11,5,2026,9,29
1224,11,5,2026,10,36
1225,11,5,2026,10,38
1226,11,5,2026,11,3
1227,11,5,2026,11,18
1228,11,5,2026,13,11
1229,11,5,2026,13,19
1230,11,5,2026,14,47
1231,11,5,2026,15,11
1232,12,5,2026,7,37
1233,12,5,2026,7,42
1234,12,5,2026,7,56
1235,12,5,2026,7,59
1236,12,5,2026,8,14
1237,12,5,2026,8,19
1238,12,5,2026,8,25
1239,12,5,2026,9,6
1240,12,5,2026,9,14
1241,12,5,2026,9,26
1242,12,5,2026,9,28
1243,12,5,2026,9,39
1244,12,5,2026,11,13
1245,12,5,2026,11,16
1246,12,5,2026,13,31
1247,12,5,2026,14,45
1248,12,5,2026,14,59
1249,12,5,2026,15,53
1250,12,5,2026,16,4
1251,12,5,2026,16,19
1252,12,5,2026,16,21
1253,13,5,2026,7,40
1254,13,5,2026,7,42
1255,13,5,2026,8,26
1256,13,5,2026,8,28
1257,13,5,2026,8,55
1258,13,5,2026,10,24
