id_ticket,asunto,fk_fecha_solicitud,fk_fecha_resuelto,fk_usuario,fk_agente,fk_servicio,fk_canal,fk_tipo,fk_prioridad,fk_estado
71519,Desintegracion,284,262.0,5,1,7,2,3,3,1
71520,Solicitud de permisos,285,263.0,1,1,10,2,3,3,1
71521,Actualización de miembros en TEC Digital,286,264.0,10,1,4,2,3,3,1
71522,"RE: Solicitud de creación de grupo - Introducción a la Programación, grupo 13",287,265.0,1,1,12,2,3,3,1
71523,Ayuda,288,271.0,10,1,5,2,3,3,1
71524,Solicitud de difusión del reglamento y contacto de la Comisión DOSIEG para la Comunidad Institucional activa en el TEC Digital,289,294.0,9,4,35,6,2,2,1
71525,Solicitud urgente de acceso a TEC Digital y correos institucionales,290,267.0,5,1,1,2,3,3,1
71526,Problema para ingresa a correo electrónico,291,268.0,5,1,38,2,3,3,1
71527,Problemas con el tec digital no puedo ingresar.,292,269.0,8,1,1,2,3,3,1
71528,Ingreso al TEC Digital (Creación de usuarios),293,270.0,2,1,25,2,3,3,1
71529,Acceso,294,271.0,5,1,1,2,3,3,1
71530,RE: Información de Matrícula por el Sistema de Inclusiones del TEC Digital I Semestre 2026,295,272.0,1,1,11,2,3,3,1
71531,Fwd:,296,274.0,8,1,1,2,3,3,1
71532,Dar de Baja de Comunidad,297,273.0,5,1,7,2,3,3,1
71533,Divulgar en comunidad de San José,298,303.0,1,1,26,2,3,3,1
71534,Re:,299,275.0,5,1,1,2,3,3,1
71535,Consulta,300,475.0,5,1,11,2,3,3,1
71536,Rv: Campus Tecnológico Central Cartago - Solicitud de Matrícula por Inclusión I Semestre 2026,301,276.0,5,1,34,2,3,3,1
71537,Solicitud de cambio de comunidades,302,277.0,5,1,7,2,3,3,1
71538,Solicitud o ayuda con la cuenta de Tec digital,303,278.0,5,1,1,2,3,3,1
71539,Problema acceso,304,281.0,5,1,1,2,3,3,1
71540,Consulta de estudiante no regular.,305,475.0,5,1,29,2,3,3,1
71541,Sistema para inclusiones,306,282.0,5,1,34,2,3,3,1
71542,RV: Solicitud para el Area Académica de Maestría en Gerencia de Proyectos,307,312.0,10,1,22,2,3,3,1
71543,Acceso a correo institucional,308,285.0,5,1,38,2,3,3,1
71544,Consulta respecto a sistema de inlusion,309,283.0,5,1,34,2,3,3,1
71547,Consulta sobre la inclusión de los estudiante de nuevo ingreso a la comunidad PI LIMON,310,289.0,1,1,4,2,3,3,1
71548,RE: Permisos a Expediente estudiantil,311,287.0,10,1,10,2,3,3,1
71549,Consulta,312,290.0,10,1,2,2,3,3,1
71550,actualizacion contraseña,313,286.0,7,1,14,6,3,3,1
71551,Memorando ati-014-2026 Permiso Pedro,314,292.0,3,1,10,2,3,3,1
71552,consulta,315,291.0,10,1,6,2,3,3,1
71553,Consulta,316,295.0,5,1,2,2,3,3,1
71554,RE: Solicitud de difusión del reglamento y contacto de la Comisión DOSIEG para la Comunidad Institucional activa en el TEC Digital,317,411.0,1,1,26,2,3,3,1
71555,Problema con TecDigital,318,293.0,5,1,1,2,3,3,1
71556,Consulta por problemas en mis cursos,319,296.0,9,4,35,4,2,2,1
71557,No visualizo estudiantes en mis cursos,320,297.0,10,1,5,2,3,3,1
71558,Solicitud apertura TEC Digital: EXCEL TAE GR1,321,322.0,2,1,21,2,3,3,1
71559,Solicitud apertura TEC Digital: EXCEL TAE GR2,322,332.0,2,1,25,2,3,3,1
71560,Copiado de grupos,323,335.0,10,1,19,2,3,3,1
71561,Problemas con el inicio de sesión en Tec Digital,324,298.0,5,1,2,2,3,3,1
71562,Inicio de sesión en el correo estudiantil,325,299.0,5,1,38,2,3,3,1
71563,activar cuenta,326,300.0,10,1,2,6,3,3,1
71564,Mi curso no aparece en la plataforma,327,301.0,10,1,6,2,3,3,1
71565,Problema Ingreso TEC Digital,328,360.0,5,1,2,2,3,3,1
71566,Problema con inicio de sesión,329,311.0,5,1,2,2,3,3,1
71567,No permite ingresar al Tec digital,330,302.0,5,1,2,2,3,3,1
71568,Error en el expediente,331,477.0,5,1,29,2,3,3,1
71569,ingreso al tec digital,332,357.0,5,1,2,2,3,3,1
71570,Actualización de la Comunidad de Física General III en el TEC Digital,333,417.0,3,1,4,2,3,3,1
71572,Acceso al TEC digital,334,374.0,8,1,34,2,3,3,1
71573,Actualización de los miembros de la cátedra de Matemática Básica para Administración,335,365.0,10,1,4,2,3,3,1
71574,Acceso a la plataforma TEC-Digital,336,304.0,5,1,1,2,3,3,1
71575,RV: Inconveniente con tecDigital,337,305.0,5,1,1,2,3,3,1
71576,activar cuenta,338,306.0,5,1,34,2,3,3,1
71577,Solución con tec digital,339,307.0,5,1,1,2,3,3,1
71578,Solicitud de corrección,340,308.0,4,1,6,2,3,3,1
71579,Evidencia 3er Examen Freddy Hidalgo Zárate,341,309.0,5,1,28,2,3,3,1
71580,no puedo entrar al TEC digital,342,310.0,5,1,1,2,3,3,1
71581,Problema Ingreso TEC Digital,343,313.0,5,1,1,2,3,3,1
71582,PROBLEMAS DE INGRESO,344,361.0,5,1,1,2,3,3,1
71583,Consulta sobre visualización de grupo en Tec Digital,345,316.0,10,1,6,2,3,3,1
71584,Fwd:,346,314.0,5,1,2,2,3,3,1
71585,Lista de estudiantes y correo electrónico,347,315.0,10,1,11,2,3,3,1
71587,Favor,348,320.0,1,1,11,2,3,3,1
71588,Problema Tec Digital,349,317.0,5,1,1,2,3,3,1
71589,Problema con el TecDigital,350,318.0,5,1,5,2,3,3,1
71590,agregar a curso,351,319.0,10,1,6,6,3,3,1
71591,obtener acceso por primera vez a Turnitin,352,321.0,10,1,18,2,3,3,1
71592,Examen diagnostico Biologia,353,321.0,5,1,1,2,3,3,1
71593,Solicitud: Creación de cursos - I Semestre 2026,354,528.0,1,1,23,2,3,3,1
71594,Solicitud de reunión: Transformación digital en la educación superior,355,606.0,8,1,11,2,3,3,1
71595,Aviso TEC Digital -Estudio de Perfil de Ingreso 2026,356,375.0,5,1,11,2,3,3,1
71596,SOLICITUD DE COLABORACION,357,323.0,1,1,1,2,3,3,1
71597,Error al dar de baja un curso,358,327.0,5,1,5,2,3,3,1
71598,Error de acceso: Me di de baja accidentalmente - CE1104 - Grupo 05,359,326.0,10,1,6,2,3,3,1
71599,Solicitud - asignación de curso y grupo a profesor(a) Escuela de Ingeniería en Computadores,360,330.0,10,1,6,2,3,3,1
71600,Solicitud de ayuda,361,337.0,10,1,11,2,3,3,1
71601,Baja de Materia,362,325.0,5,1,5,2,3,3,1
71602,Inclusion,363,328.0,5,1,34,2,3,3,1
71603,Apoyo para acceder al TEC Digital,364,331.0,5,1,1,2,3,3,1
71604,Activación de cuenta TECDigital,365,414.0,1,1,2,2,3,3,1
71605,Error en el GAAP,366,337.0,10,1,30,2,3,3,1
71606,acceso a turnitin,367,324.0,10,1,18,5,3,3,1
71607,Me di de baja en un curso accidentalmente,368,333.0,5,1,5,2,3,3,1
71608,activar cuenta,369,329.0,5,1,2,2,3,3,1
71609,Aplicaciones no visibles en TEC DIGITAL [2017103205],370,373.0,6,1,34,2,3,3,1
71610,Consulta,371,338.0,10,1,11,2,3,3,1
71611,agregar a curso,372,336.0,5,1,5,2,3,3,1
71612,Consulta sobre mensaje de bienvenida,373,349.0,10,1,11,2,3,3,1
71613,Consulta acerca de plataforma Tec Digital,374,341.0,2,1,11,2,3,3,1
71614,Error en Laboratorio de Circuitos en CC y CA - Grupo 1,375,342.0,5,1,5,2,3,3,1
71615,Agregar estudiantes matriculados a cátedra de Resistencia de Materiales.,376,355.0,10,1,4,2,3,3,1
71616,Re: [Centro de Ayuda del TEC Digital] Re: Problemas de ingreso al TEC Digital,377,343.0,5,1,1,2,3,3,1
71617,solicitud de apertura de grupo en tec digital,378,344.0,10,1,22,2,3,3,1
71618,Agregar a tutor a cátedra de Resistencia de Materiales,379,354.0,10,1,7,2,3,3,1
71619,Inclusión de estudiantes en la Cátedra de ESTÁTICA MI2106,380,358.0,3,1,4,2,3,3,1
71620,Divulgar,381,345.0,1,1,26,2,3,3,1
71621,Agregar información de beneficiario INS,382,363.0,5,1,11,2,3,3,1
71622,Beneficiario Póliza,383,363.0,5,1,11,2,3,3,1
71623,Solicitud apoyo ingreso TEC Digital,384,397.0,5,1,2,2,3,3,1
71624,Re: [Centro de Ayuda del TEC Digital] Re: Fwd: Reingreso aprobado  Solicitud de activación de cuenta institucional,385,369.0,5,1,2,2,3,3,1
71625,activar cuenta,386,339.0,5,1,22,6,3,3,1
71627,cambio de comunidad,387,340.0,5,1,5,6,3,3,1
71628,Solicitud de agregar estudiantes,388,353.0,10,1,4,2,3,3,1
71629,Asignación de Curso,389,347.0,10,1,6,2,3,3,1
71630,Solicitud de incluir curso,390,346.0,10,1,5,2,3,3,1
71631,Solicitud de envío de correo a la comunidad estudiantil,391,392.0,1,1,26,2,3,3,1
71632,activar cuenta,392,347.0,5,1,2,6,3,3,1
71633,Sincronización de cursos en Tec Digital,393,350.0,1,1,34,2,3,3,1
71634,Ayuda para reactivación de estudiante,394,362.0,5,1,2,2,3,3,1
71635,agregar a curso y cátedra,395,348.0,10,1,6,2,3,3,1
71636,Solicitud para reingresar a un grupo,396,352.0,5,1,5,2,3,3,1
71637,Ingreso al TEC Digital (Creación de usuarios),397,351.0,2,1,25,2,3,3,1
71638,Ayuda sobre error en tec digital,398,376.0,5,1,5,2,3,3,1
71639,Se me eliminó una materia,399,377.0,5,4,35,4,2,4,1
71640,activar apps,400,356.0,5,1,29,2,3,3,1
71641,Falta de acceso a una clase dentro del TEC-Digital,401,377.0,5,1,5,2,3,3,1
71642,Beneficiario,402,388.0,5,1,11,2,3,3,1
71644,Solicitud cuenta Outlook,403,359.0,5,1,38,2,3,3,1
71646,Parece haber un error con mi cuenta del tecDigital...,404,367.0,9,4,35,4,2,2,1
71647,Error con información personal y otros datos en mi cuenta del tecDigital,405,367.0,5,1,12,2,3,3,1
71649,RE: [Centro de Ayuda del TEC Digital] Re: Sistema para inclusiones,406,378.0,5,1,34,2,3,3,1
71650,RE: Aprobación en Sistema de Inclusioens,407,379.0,9,4,35,4,3,2,1
71651,RE: Aprobación en Sistema de Inclusioens,408,380.0,10,1,34,2,3,3,1
71652,Inclusión Cátedra de Física II,409,371.0,5,1,7,2,3,3,1
71653,Consulta sistema de inclusiones,410,370.0,5,1,11,2,3,3,1
71654,Contraseña tec digital,411,381.0,5,1,1,2,3,3,1
71655,CONSULTA INGRESO A TEC DIGITAL,412,458.0,5,1,11,2,3,3,1
71656,Re: [Centro de Ayuda del TEC Digital] Actualización: RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL,413,495.0,5,1,1,2,3,3,1
71657,Falta de acceso a una clase dentro del TEC-Digital,414,383.0,5,1,5,2,3,3,1
71658,Agregar grupos a Cátedra,415,386.0,10,1,4,2,3,3,1
71659,Solicitud de listas de estudiantes,415,394.0,1,1,11,2,3,3,1
71660,Problemas en el proceso de solicitud de inclusión: Jennifer Dayana Villalobos Rodríguez.,416,384.0,9,4,35,4,2,2,1
71661,Problemas para realizar la solicitud de Inclusiones: Jennifer Dayana Villalobos Rodríguez.,417,385.0,5,1,34,2,3,3,1
71662,Pregunta acerca de la matrícula por inclusión,418,387.0,5,1,34,2,3,3,1
71663,Consulta importante sistema de Inclusiones,419,391.0,1,1,34,2,3,3,1
71664,Enlace de SIGI,420,382.0,1,1,26,2,3,2,1
71665,Enlace de SIGI,420,542.0,1,1,26,2,3,3,1
71666,Consulta sobre solicitud de inclusión  Aseguramiento de la Calidad del Software,421,389.0,5,1,34,2,3,3,1
71667,Consulta sobre inclusion,422,390.0,5,1,34,2,3,3,1
71668,Consulta sobre actualización de correquisito e inclusión,423,393.0,5,3,34,2,1,3,1
71669,actualización Cátedra de Física General I,424,401.0,10,3,4,2,3,3,1
71670,Consulta por problema con inclusion por choque de horario,425,364.0,5,1,34,2,3,3,1
71671,Solicitud de actualización de integrantes de comunidad.,426,412.0,3,1,4,2,3,3,1
71672,Consulta,427,395.0,10,1,6,2,3,3,1
71673,Incluirme como profesor de curso,428,396.0,10,1,6,2,3,3,1
71674,"RE: Solicitud de creación de grupo - Introducción a la Programación, grupo 13",429,398.0,1,1,21,2,3,3,1
71675,Equivocación,430,397.0,5,3,5,2,3,3,1
71676,Actualización de comunidad de Tutorías y Talleres de Física General,431,446.0,10,3,4,2,3,3,1
71677,Actualización comunidad PI-LIMÓN,432,494.0,1,1,4,2,3,3,1
71678,Actualización de comunidad,433,406.0,10,3,4,2,3,3,1
71679,RV: Falta de acceso a una clase dentro del TEC-Digital,434,399.0,5,1,5,2,3,3,1
71680,agregar a curso,435,366.0,5,1,5,2,3,3,1
71681,Acceso a inclusiones,436,368.0,5,1,34,2,3,3,1
71682,QUITAR CARPETAS,436,400.0,10,1,16,2,3,3,1
71683,actualización cursos y comunidades tec digital,437,447.0,1,3,3,2,3,3,1
71684,activar cuenta,438,372.0,5,1,2,6,3,3,1
71685,Actualizar Cátedras,438,372.0,3,1,4,2,3,3,1
71686,activar cuenta,439,378.0,8,1,2,2,3,3,1
71687,solicitud,440,406.0,10,3,6,2,3,3,1
71688,Inclusión de estudiantes en TEC digital,441,417.0,10,1,4,2,3,3,1
71689,Consulta,442,409.0,1,1,34,2,3,3,1
71690,Proceso de inclusiones,443,403.0,5,1,34,2,3,3,1
71691,RV: Reactivación cuenta Tec Digital,444,460.0,8,1,2,2,3,3,1
71692,Duda sobre levantamiento de requisitos en curso de Corriente Alterna,445,399.0,5,4,35,4,2,2,1
71693,Duda sobre levantamiento de requisitos en escuela de Electronica,446,399.0,5,4,35,4,2,2,1
71694,Duda sobre levantamiento de requisitos en la escuela de Electronica,447,404.0,5,3,34,2,3,3,1
71695,Inicio de Sesión,448,405.0,5,3,34,2,3,3,1
71696,Acceso al TEC Digital - Gestor de Inclusiones,449,402.0,5,3,34,6,3,3,1
71697,Ayuda con acceso a curso como docente,450,427.0,10,1,6,2,3,3,1
71698,Solicitud de Inclusión  Inglés 2 para Administración (Sede San Carlos) - Problema,451,448.0,5,1,34,2,3,3,1
71699,Solicitud de Actualización de Información de Estudiantes de Cátedra,452,407.0,10,4,35,4,2,2,1
71700,Solicitud de Actualización de Información de Estudiantes de Cátedra,452,416.0,10,4,35,4,2,2,1
71701,Consulta,453,429.0,1,1,34,2,3,3,1
71702,Problemas de acceso,454,435.0,10,1,11,2,3,3,1
71703,Inclusión Ecuaciones Diferenciales,455,408.0,5,3,34,6,3,3,1
71704,activacion de cuenta,456,410.0,5,1,2,2,3,3,1
71705,Consulta sobre procedimiento de solicitud de inclusión,457,431.0,5,1,34,2,3,3,1
71706,Activación de ingreso a plataforma,457,478.0,5,1,1,2,3,3,1
71707,Problemas en el proceso de inclusión,458,430.0,5,1,34,2,3,3,1
71708,Consulta sobre acceso a Tec Digital,459,465.0,5,3,1,2,3,3,1
71709,Solicitud de Actualización de Información de Estudiantes de Cátedra,460,436.0,3,3,4,2,3,3,1
71710,Corrección de miembro de curso,461,413.0,1,3,5,6,3,3,1
71711,Agregar a curso MB2402,462,415.0,10,3,6,6,3,3,1
71712,Consulta sobre sistema de inclusión,463,422.0,5,3,34,2,3,3,1
71713,Soporte,464,420.0,10,3,6,2,3,3,1
71714,No puedo usar los links de mi curso en TEC Digital,465,432.0,5,3,11,3,3,3,1
71715,Cuestión Comunidades,466,421.0,5,3,7,2,3,3,1
71716,Curso aparece mal en TEC digital,467,424.0,5,3,5,2,3,3,1
71717,Solicitud de información para desmatricular curso Investigación de Operaciones,468,419.0,5,3,41,2,3,3,1
71718,Dudas sobre el sistema gestor de inclusiones,469,433.0,5,1,34,2,3,3,1
71719,Pregunta del tecdigital,470,426.0,5,3,34,2,3,3,1
71720,Solicitud de restablecimiento de acceso a correo institucional,471,418.0,5,3,41,2,3,3,1
71722,Inclusiones 2026,472,434.0,5,3,34,2,3,3,1
71723,Solicitud,473,425.0,3,3,4,2,3,3,1
71724,Re: [Centro de Ayuda del TEC Digital] Re: INGRESO BLOQUEADO AL TEC DIGITAL,474,437.0,5,1,1,2,3,3,1
71725,agregar docente a curso,475,423.0,10,1,6,6,3,3,1
71726,Lista de estudiantes incompleta,476,428.0,3,3,3,6,3,3,1
71727,activación de cuenta,477,438.0,10,1,2,1,3,3,1
71728,Agregar estudiante a comunidad,478,440.0,3,1,7,2,3,3,1
71729,agregar a comunidad,479,439.0,5,1,7,5,3,3,1
71730,Me gustaría saber si me podían ayudar a conectarme...,480,445.0,5,3,11,2,3,3,1
71731,Ayuda comunidad,481,441.0,5,3,7,2,3,3,1
71732,Reporte de falla,482,443.0,5,3,11,2,3,3,1
71733,Habilitar inclusión,483,444.0,5,3,34,2,3,3,1
71734,Incapaz de completar la boleta de Perfil de Ingreso 2026,484,467.0,5,1,11,2,3,3,1
71735,Problemas con Tec Digital,485,863.0,5,3,42,2,3,3,1
71736,Acceso al TEC Digital,486,442.0,5,3,1,6,3,3,1
71737,"Hola, no puedo ingresar al tec digital, Isaac Ben",487,470.0,8,1,1,2,3,3,1
71738,Solicitud de inclusión en curso,488,449.0,11,1,6,2,3,3,1
71739,Inclusión GTH 1,489,451.0,5,1,34,2,3,3,1
71740,RV: Consulta de matrícula por inclusión del curso de proyecto de graduación,490,777.0,1,1,34,2,3,3,1
71741,Re: [Centro de Ayuda del TEC Digital] Actualización: Información de curso,491,452.0,5,1,11,2,3,3,1
71742,Acceso TEC Digital,492,459.0,8,1,2,2,3,3,1
71743,Acceso a turnitin,493,453.0,10,1,18,2,3,3,1
71744,agregar a curso,494,450.0,10,1,6,2,3,3,1
71745,RE: Acceso a turnitin,495,454.0,10,1,18,2,3,3,1
71746,Soliictud de cambio de profesores en el sistema,496,456.0,10,1,6,2,3,3,1
71747,Agregar estudiantes a cátedra,497,457.0,10,1,4,2,3,3,1
71748,cambio de numero de telefono,498,455.0,5,1,12,5,3,3,1
71749,Consulta sobre retiro de curso e inconveniente en proceso de inclusión,499,466.0,5,1,34,2,3,3,1
71751,RV: Acceso restringido en gestión de inclusión,500,461.0,1,1,34,2,3,3,1
71752,RV: Consulta sobre el proceso de inclusión,501,462.0,5,1,34,2,3,3,1
71753,Solicitud,502,464.0,10,1,16,2,3,3,1
71754,Inclusiones,503,463.0,5,1,34,2,3,3,1
71755,Problemas con el correo del tecdigital,504,484.0,5,1,13,2,3,3,1
71756,Actualizar miembros de Estática 2109,505,468.0,10,1,4,2,3,3,1
71757,Error en sistema de inclusión,506,478.0,5,1,34,2,3,3,1
71758,Borrado de carpetas que no se usan,507,532.0,10,1,16,2,3,3,1
71759,Solicitud de creación de grupos,507,531.0,1,1,21,2,3,3,1
71760,Consulta,508,471.0,5,4,35,4,2,2,1
71762,Consulta,509,472.0,5,1,11,2,3,3,1
71763,Solicitud acceso a Turnitin,510,469.0,10,1,18,2,3,3,1
71765,Inconveniente con el sistema de inclusiones,511,473.0,5,1,34,2,3,3,1
71766,Corregir nombre,512,490.0,2,1,12,2,3,3,1
71767,Uso de plataforma para asistentes,513,474.0,10,1,40,2,3,3,1
71768,Problema con página de inicio,514,480.0,5,1,11,2,3,3,1
71769,Correo a estudiantes TEC,515,481.0,1,1,26,2,3,3,1
71770,ACTUALIZACIÓN COMUNIDAD DE CÁLCULO Y ÁLGEBRA LINEAL,516,485.0,10,1,4,2,3,3,1
71771,Consulta sobre correos de carrera,517,688.0,5,1,7,2,3,3,1
71772,Curso de Acondicionamiento,518,483.0,10,1,6,2,3,3,1
71773,Solicitud de ingreso al TEC Digital,519,491.0,10,1,6,2,3,3,1
71774,cambio de comunidad,520,479.0,5,1,7,5,3,3,1
71775,RV: Consulta,521,482.0,1,1,34,2,3,3,1
71776,Activación cuenta TEC Digital,522,487.0,5,1,2,2,3,3,1
71777,Apertura al TEC Digital,523,489.0,1,1,23,2,3,3,1
71778,Necesito cambiar una comunidad por cambio de carrera,524,486.0,5,1,7,2,3,3,1
71779,Envío de convocatoria de Estudiantes Campus Central para Proyecto,525,506.0,10,1,26,2,3,3,1
71780,Solicito que me agreguen a la cátedra de Matemática general,526,488.0,5,1,7,2,3,3,1
71781,Solicito que me agreguen a la cátedra de química ll,527,488.0,5,1,7,2,3,3,1
71782,Soporte Tecdigital,528,499.0,5,1,2,2,3,3,1
71783,Falla sobre envío de mensajes,529,492.0,10,1,38,2,3,3,1
71784,Favor incluir estudiante,530,505.0,5,1,7,2,3,3,1
71785,Ingreso al TEC Digital (Creación de usuarios),531,493.0,2,1,25,2,3,3,1
71786,Solicitud de incorporación de estudiantes  Comunidad Matemática General (TEC Digital),532,496.0,10,1,4,2,3,3,1
71787,capacitación uso del tec digital,533,498.0,5,1,40,2,3,3,1
71788,Cuenta TEC Digital,534,505.0,5,1,2,2,3,3,1
71789,activar cuenta,535,497.0,5,1,2,2,1,3,1
71790,RV: Consulta sobre el proceso de inclusión,536,500.0,1,1,34,2,3,3,1
71791,Solicitud apertura TEC Digital: FUNDAMENTOS 6 SIGMA P126 G1,537,501.0,2,1,21,2,3,3,1
71792,Solicitud apertura TEC Digital: FUNDAMENTOS 6 SIGMA P126 G2,538,502.0,2,1,25,2,3,3,1
71793,Colaboración para agregar personas tutoras de Física General,539,504.0,10,1,7,2,3,3,1
71794,Problema TecDigital,540,511.0,5,1,11,2,3,3,1
71795,agregar a cursos,541,503.0,10,1,6,6,3,3,1
71796,Cambio de Comunidad,542,507.0,5,3,7,2,3,3,1
71797,Solicito que me agreguen a la cátedra de Laboratorio de química ll,543,508.0,5,3,7,2,3,3,1
71798,RE: [Centro de Ayuda del TEC Digital],544,509.0,10,1,4,2,3,3,1
71800,Restablecimiento de Contraseña,545,510.0,2,3,1,2,3,3,1
71801,Ingreso al TEC Digital (Creación de usuarios),546,512.0,2,3,25,2,3,3,1
71802,Solicitud apertura TEC Digital: MATEMÁTICA P126 G1,547,513.0,2,3,21,2,3,3,1
71803,Solicitud apertura TEC Digital: MATEMÁTICA P126 G2,547,514.0,2,3,21,2,3,3,1
71804,Acceso al TEC Digital,548,515.0,5,3,2,6,3,3,1
71805,Solicitud apertura TEC Digital: LIDERAZGO P126 G2,549,523.0,2,3,21,2,3,3,1
71806,Solicitud apertura TEC Digital: LIDERAZGO P126 G1,549,524.0,2,3,21,2,3,3,1
71807,Problemas con mi correo,550,516.0,5,1,38,2,3,3,1
71808,Solicitud de inclusión en plataforma de cursos,551,517.0,10,1,6,2,3,3,1
71809,Cátedra de Dibujo Industrial,552,530.0,3,1,4,2,3,3,1
71810,Agregar estudiante a comunidad,553,518.0,3,1,7,2,3,3,1
71811,Cambio de carrera,554,522.0,5,1,7,2,3,3,1
71812,Reporte de fallo en plataforma - Sandy Paola Pinzón Zea- Carné 2026801016,555,520.0,5,1,1,2,3,3,1
71813,Ingreso al TEC Digital,556,521.0,2,1,21,2,3,3,1
71814,agregar estudiantes a cursu,557,519.0,10,1,5,6,3,3,1
71815,Actualización de carrera,558,525.0,5,3,11,6,3,3,1
71816,Inclusión a Cátedra de Resistencia de Materiales,559,526.0,5,3,7,5,3,3,1
71817,Problemas para llenar una boleta de primer ingreso.,560,533.0,5,1,11,2,3,3,1
71818,Acceso al TEC Digital,561,527.0,5,3,1,6,3,3,1
71819,Agregar estudiantes a cátedra,562,528.0,10,1,7,2,3,3,1
71820,INCORPORACION EN CURSOS,563,529.0,1,3,6,2,3,3,1
71821,Actualización de cursos,564,534.0,5,1,11,2,3,3,1
71822,Acceso a microsoft online,565,535.0,5,1,11,2,3,3,1
71823,Solicitud de apertura de cuenta de correo y acceso a TEC Digital,566,536.0,10,4,35,2,3,2,1
71825,Fw: Solicitud de apertura de cuenta de correo y acceso a TEC Digital,567,538.0,10,1,2,2,3,3,1
71826,Fw: Contacto_asistente_IS2026,568,537.0,5,1,5,2,3,3,1
71827,Ingreso al TEC Digital,569,538.0,2,1,25,2,3,3,1
71828,Problema con mi correo,570,539.0,5,1,11,2,3,3,1
71829,RE: Contacto_asistente_IS2026,571,540.0,5,1,5,2,3,3,1
71830,Consulta Urgente Lic - TEC Digital,572,541.0,5,1,7,2,3,3,1
71831,Clave de formulario,573,542.0,5,1,11,2,3,3,1
71832,Envío aviso estudiantes,574,547.0,1,1,27,2,3,3,1
71833,Solicitud de inclusión a la comunidad de Cálculo Superior,575,544.0,3,3,7,2,3,3,1
71834,Visibilidad de solicitud de inclusión,576,543.0,5,3,34,6,3,3,1
71835,Error en página principal,577,545.0,10,3,11,6,3,3,1
71836,Solicitud de archivo,578,549.0,10,1,34,2,3,3,1
71837,Actualización de carrera,579,546.0,5,3,11,5,3,3,1
71838,Re: Solicitud de archivo,580,548.0,9,4,34,4,2,2,1
71839,Error para ver una clase grabada subida en documentos,581,550.0,5,1,11,2,3,3,1
71840,RE: Solicitud de archivo,582,551.0,9,4,34,4,2,2,1
71841,Re: Solicitud de archivo,583,692.0,1,1,34,2,3,3,1
71842,Ingreso al TEC Digital,584,552.0,2,1,25,2,3,3,1
71843,Ingreso al TEC Digital,585,554.0,2,3,25,2,3,3,1
71844,Cambio de permisos en carpetas,586,553.0,2,3,16,6,3,3,1
71845,"Por favor eliminar estudiante del TECDIGITAL, Raquel Fonseca Vargas",587,557.0,2,3,5,2,3,3,1
71846,Ingreso al TEC Digital,588,556.0,2,3,25,2,3,3,1
71847,Añadir estudiantes a comunidad,589,555.0,5,3,7,6,3,3,1
71848,Archivos Excel para TEC Digital de programas Inglés TEC I bimestre 2026,590,558.0,9,4,35,4,3,2,1
71849,Archivos Excel para TEC Digital de programas Inglés TEC I bimestre 2026,590,569.0,2,1,21,2,3,3,1
71850,Acceso Cátedras tecDigital,591,561.0,5,3,7,2,3,3,1
71851,RE: Solicitud de ayuda para divulgación para asistencia,592,562.0,1,1,27,2,3,3,1
71852,Añadir estudiantes a la Cátedra de Dibujo Industrial,593,607.0,10,1,7,2,3,3,1
71853,cambio de apellidos,593,559.0,5,1,12,2,3,3,1
71854,agregar nombre,594,560.0,5,1,12,2,3,3,1
71855,Problemas de acceso a TEC Digital - Juan Alpízar (Carné 2016131839),595,594.0,5,1,11,2,3,3,1
71856,Nota Corriente Alterna,596,571.0,7,3,28,3,3,3,1
71857,Problemas con mi contraseña,597,689.0,8,1,1,2,3,3,1
71859,Pregunta sobre póliza estudiantil,598,572.0,5,1,34,2,3,3,1
71860,Solicitud de Acceso a Turnitin,599,564.0,10,1,18,2,3,3,1
71862,Verificación,600,574.0,5,3,11,2,3,3,1
71863,Acceso al TEC Digital,601,573.0,10,1,2,2,3,3,1
71864,Problemas con accesos a cuenta TEC,602,576.0,5,1,11,2,3,3,1
71865,Notificacion,603,575.0,5,3,28,3,3,3,1
71866,Actualización datos por cambio de carrera,604,577.0,5,3,11,3,3,3,1
71867,agregar a curso,605,563.0,5,1,5,6,3,3,1
71868,Incorporar usuario a estos cursos.,606,565.0,1,1,6,2,3,3,1
71869,Agregar administradores a cursos Bimestre 2-2026,607,568.0,1,1,6,2,3,3,1
71870,INCORPORACION EN CURSOS AE,608,650.0,10,1,6,2,3,3,1
71872,RE: INCORPORACION EN CURSOS AE,609,586.0,3,1,6,2,3,3,1
71873,RE: Solicitud de ayuda para divulgación para asistencia,610,587.0,1,1,27,2,3,3,1
71874,Activación del la cuenta del Tec Digital,611,618.0,5,1,1,2,3,3,1
71875,RE: Agregar administradores a cursos Bimestre 2-2026,612,578.0,1,3,6,2,3,3,1
71876,Solicitud de colaboración con cursos de laboratorio de Física,613,640.0,4,3,20,2,3,3,1
71877,Inclusión,614,566.0,5,5,33,5,3,3,1
71878,Actulaización catedra curso Ecuacionea difrenciales,615,593.0,3,1,4,2,3,3,1
71879,ACTIVAR CUENTA,616,567.0,5,1,2,6,3,3,1
71880,No puedo entrar al tecdigital,617,594.0,5,1,11,2,3,2,1
