id_ticket,id_dim_estado,Asunto,id_dim_usuario,id_dim_agente,id_dim_servicio,id_dim_canal,id_dim_tipo,id_dim_prioridad,id_dim_tiempo_solicitud,id_dim_tiempo_resuelto,tiempo_resolucion_horas,cumple_sla
71480,1,Consulta sobre el acceso al Tec digital,9,4,35,2,2,2,224,224,1.47,1
71481,1,Consulta sobre el acceso al Tec digital,8,1,1,2,3,3,224,224,1.48,1
71482,1,Inclusión,9,4,35,4,2,2,224,224,2.47,1
71483,1,Gestor de inclusiones,5,1,34,2,3,3,224,224,2.42,1
71484,1,Agregar estudiantes a comunidad de cátedra,10,1,7,2,3,3,224,357,165.67,0
71485,1,Consulta sobre curso,1,1,6,2,3,3,224,224,1.40,1
71486,1,Authenticator de microsoft,5,1,38,2,3,3,224,224,1.02,1
71487,1,Solicitud de inclusión como docente – Curso SO5910,10,1,6,2,3,3,224,224,1.70,1
71488,1,Cambios de docente y nuevo grupo,1,1,6,2,3,3,224,224,0.17,1
71489,1,Solicitud de ayuda para visualizar cursos,5,1,5,2,3,3,224,224,1.15,1
71490,1,Cuenta TEC digital,8,1,1,2,3,3,224,224,0.17,1
71491,1,Corrección en nombre de estudiante y otros,5,1,12,2,3,3,224,248,16.32,0
71492,1,Acceso Tec Digital,5,1,1,2,3,3,224,224,0.88,1
71493,1,No puedo agregar profesor a cátedra,10,1,7,2,3,3,224,248,19.58,0
71494,1,Restablecimiento de Contraseña,2,1,14,2,3,3,224,224,0.52,1
71495,1,Curso de Feria Científica,10,1,6,2,3,3,224,248,15.78,0
71496,1,Tengo un problema con tecDigital!,5,1,1,2,3,3,224,248,15.23,0
71498,1,Restablecimiento de Contraseña,2,1,14,2,3,3,224,248,15.15,0
71499,1,Problema tecdigital,5,1,1,2,3,3,224,248,14.67,0
71500,1,Problemas de ingreso a la plataforma,5,1,1,2,3,3,224,248,15.88,0
71501,1,Re: [Centro de Ayuda del TEC Digital] Re: Cuenta TecDigital,5,1,1,2,3,3,224,248,14.13,0
71502,1,Incorporación de profesor en Catedra,10,1,7,2,3,3,224,248,11.33,0
71504,1,Consulta,5,1,1,2,3,3,248,248,0.27,1
71505,1,Solicitud de cambio de comunidad en TecDigital,5,1,7,2,3,3,248,248,0.28,1
71506,1,Problemas al acceder TecDigital,5,1,1,2,3,3,248,279,23.42,0
71507,1,cambio de escuela,5,1,7,6,3,3,248,248,0.00,1
71508,1,Consulta Formularios Inclusión,5,1,34,2,3,3,248,248,0.78,1
71509,1,Solicitud para el examen de Diagnostico de Biología General,9,4,35,4,2,2,248,248,1.15,1
71511,1,Problemas con TEC Digital,1,1,7,2,3,3,248,248,0.68,1
71512,1,RV: Solicitud para el examen de Diagnostico de Biología General,9,4,35,4,3,2,248,248,1.02,1
71513,1,Correo no encontrado,7,1,1,2,3,3,248,465,190.48,0
71515,1,Fw: Solicitud para el examen de Diagnostico de Biología General,9,4,35,4,3,2,248,279,24.18,0
71516,1,RE: Problema con descraga de videos,5,1,15,2,3,3,248,465,190.23,0
71517,1,Solicitud de ayuda,1,1,34,2,3,3,248,279,21.68,0
71518,1,Inclusión en comunidad,1,1,7,2,3,3,248,248,3.33,1
71519,1,Desintegracion,5,1,7,2,3,3,248,248,0.57,1
71520,1,Solicitud de permisos,1,1,10,2,3,3,248,248,0.98,1
71521,1,Actualización de miembros en TEC Digital,10,1,4,2,3,3,248,248,0.70,1
71522,1,"RE: Solicitud de creación de grupo - Introducción a la Programación, grupo 13",1,1,12,2,3,3,248,248,2.08,1
71523,1,Ayuda,10,1,5,2,3,3,248,248,3.38,1
71524,1,Solicitud de difusión del reglamento y contacto de la Comisión DOSIEG para la Comunidad Institucional activa en el TEC Digital,9,4,35,6,2,2,248,279,23.60,0
71525,1,Solicitud urgente de acceso a TEC Digital y correos institucionales,5,1,1,2,3,3,248,248,1.25,1
71526,1,Problema para ingresa a correo electrónico,5,1,38,2,3,3,248,248,1.15,1
71527,1,Problemas con el tec digital no puedo ingresar.,8,1,1,2,3,3,248,248,0.82,1
71528,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,248,248,0.73,1
71529,1,Acceso,5,1,1,2,3,3,248,248,0.65,1
71530,1,RE: Información de Matrícula por el Sistema de Inclusiones del TEC Digital I Semestre 2026,1,1,11,2,3,3,248,248,0.72,1
71531,1,Fwd:,8,1,1,2,3,3,248,248,0.68,1
71532,1,Dar de Baja de Comunidad,5,1,7,2,3,3,248,248,0.08,1
71533,1,Divulgar en comunidad de San José,1,1,26,2,3,3,248,301,40.80,0
71534,1,Re:,5,1,1,2,3,3,248,248,0.17,1
71535,1,Consulta,5,1,11,2,3,3,248,465,184.58,0
71536,1,Rv: Campus Tecnológico Central Cartago - Solicitud de Matrícula por Inclusión I Semestre 2026,5,1,34,2,3,3,248,248,0.02,1
71537,1,Solicitud de cambio de comunidades,5,1,7,2,3,3,248,248,0.10,1
71538,1,Solicitud o ayuda con la cuenta de Tec digital,5,1,1,2,3,3,248,248,0.03,1
71539,1,Problema acceso,5,1,1,2,3,3,248,279,14.47,0
71540,1,Consulta de estudiante no regular.,5,1,29,2,3,3,248,465,182.82,0
71541,1,Sistema para inclusiones,5,1,34,2,3,3,248,279,13.78,0
71542,1,RV: Solicitud para el Area Académica de Maestría en Gerencia de Proyectos,10,1,22,2,3,3,248,301,40.70,0
71543,1,Acceso a correo institucional,5,1,38,2,3,3,248,279,12.35,0
71544,1,Consulta respecto a sistema de inlusion,5,1,34,2,3,3,248,279,10.32,0
71547,1,Consulta sobre la inclusión de los estudiante de nuevo ingreso a la comunidad PI LIMON,1,1,4,2,3,3,279,279,2.20,1
71548,1,RE: Permisos a Expediente estudiantil,10,1,10,2,3,3,279,279,1.25,1
71549,1,Consulta,10,1,2,2,3,3,279,279,2.40,1
71550,1,actualizacion contraseña,7,1,14,6,3,3,279,279,0.00,1
71551,1,Memorando ati-014-2026 Permiso Pedro,3,1,10,2,3,3,279,279,0.98,1
71552,1,consulta,10,1,6,2,3,3,279,279,0.68,1
71553,1,Consulta,5,1,2,2,3,3,279,279,2.48,1
71554,1,RE: Solicitud de difusión del reglamento y contacto de la Comisión DOSIEG para la Comunidad Institucional activa en el TEC Digital,1,1,26,2,3,3,279,357,124.02,0
71555,1,Problema con TecDigital,5,1,1,2,3,3,279,279,0.08,1
71556,1,Consulta por problemas en mis cursos,9,4,35,4,2,2,279,279,0.28,1
71557,1,No visualizo estudiantes en mis cursos,10,1,5,2,3,3,279,279,0.27,1
71558,1,Solicitud apertura TEC Digital: EXCEL TAE GR1,2,1,21,2,3,3,279,301,25.92,0
71559,1,Solicitud apertura TEC Digital: EXCEL TAE GR2,2,1,25,2,3,3,279,323,43.02,0
71560,1,Copiado de grupos,10,1,19,2,3,3,279,323,42.52,0
71561,1,Problemas con el inicio de sesión en Tec Digital,5,1,2,2,3,3,279,279,0.38,1
71562,1,Inicio de sesión en el correo estudiantil,5,1,38,2,3,3,279,279,0.13,1
71563,1,activar cuenta,10,1,2,6,3,3,279,279,0.00,1
71564,1,Mi curso no aparece en la plataforma,10,1,6,2,3,3,279,301,15.32,0
71565,1,Problema Ingreso TEC Digital,5,1,2,2,3,3,279,357,111.08,0
71566,1,Problema con inicio de sesión,5,1,2,2,3,3,279,301,17.05,0
71567,1,No permite ingresar al Tec digital,5,1,2,2,3,3,279,301,14.35,0
71568,1,Error en el expediente,5,1,29,2,3,3,279,465,157.35,0
71569,1,ingreso al tec digital,5,1,2,2,3,3,279,357,107.90,0
71570,1,Actualización de la Comunidad de Física General III en el TEC Digital,3,1,4,2,3,3,279,415,128.23,0
71572,1,Acceso al TEC digital,8,1,34,2,3,3,301,357,99.27,0
71573,1,Actualización de los miembros de la cátedra de Matemática Básica para Administración,10,1,4,2,3,3,301,357,97.78,0
71574,1,Acceso a la plataforma TEC-Digital,5,1,1,2,3,3,301,301,0.07,1
71575,1,RV: Inconveniente con tecDigital,5,1,1,2,3,3,301,301,0.12,1
71576,1,activar cuenta,5,1,34,2,3,3,301,301,0.00,1
71577,1,Solución con tec digital,5,1,1,2,3,3,301,301,0.02,1
71578,1,Solicitud de corrección,4,1,6,2,3,3,301,301,0.08,1
71579,1,Evidencia 3er Examen Freddy Hidalgo Zárate,5,1,28,2,3,3,301,301,0.07,1
71580,1,no puedo entrar al TEC digital,5,1,1,2,3,3,301,301,0.18,1
71581,1,Problema Ingreso TEC Digital,5,1,1,2,3,3,301,301,0.03,1
71582,1,PROBLEMAS DE INGRESO,5,1,1,2,3,3,301,357,92.52,0
71583,1,Consulta sobre visualización de grupo en Tec Digital,10,1,6,2,3,3,301,301,1.65,1
71584,1,Fwd:,5,1,2,2,3,3,301,301,0.78,1
71585,1,Lista de estudiantes y correo electrónico,10,1,11,2,3,3,301,301,0.42,1
71587,1,Favor,1,1,11,2,3,3,301,301,1.30,1
71588,1,Problema Tec Digital,5,1,1,2,3,3,301,301,0.58,1
71589,1,Problema con el TecDigital,5,1,5,2,3,3,301,301,0.43,1
71590,1,agregar a curso,10,1,6,6,3,3,301,301,0.00,1
71591,1,obtener acceso por primera vez a Turnitin,10,1,18,2,3,3,301,301,0.18,1
71592,1,Examen diagnostico Biologia,5,1,1,2,3,3,301,301,0.07,1
71593,1,Solicitud: Creación de cursos - I Semestre 2026,1,1,23,2,3,3,301,505,168.02,0
71594,1,Solicitud de reunión: Transformación digital en la educación superior,8,1,11,2,3,3,301,596,283.68,0
71595,1,Aviso TEC Digital -Estudio de Perfil de Ingreso 2026,5,1,11,2,3,3,301,357,90.83,0
71596,1,SOLICITUD DE COLABORACION,1,1,1,2,3,3,301,323,15.72,0
71597,1,Error al dar de baja un curso,5,1,5,2,3,3,301,323,14.43,0
71598,1,Error de acceso: Me di de baja accidentalmente - CE1104 - Grupo 05,10,1,6,2,3,3,301,323,13.73,0
71599,1,Solicitud - asignación de curso y grupo a profesor(a) Escuela de Ingeniería en Computadores,10,1,6,2,3,3,301,323,12.58,0
71600,1,Solicitud de ayuda,10,1,11,2,3,3,301,323,16.30,0
71601,1,Baja de Materia,5,1,5,2,3,3,323,323,7.07,0
71602,1,Inclusion,5,1,34,2,3,3,323,323,2.90,1
71603,1,Apoyo para acceder al TEC Digital,5,1,1,2,3,3,323,323,1.40,1
71604,1,Activación de cuenta TECDigital,1,1,2,2,3,3,323,357,80.07,0
71605,1,Error en el GAAP,10,1,30,2,3,3,323,323,4.77,0
71606,1,acceso a turnitin,10,1,18,5,3,3,323,323,0.00,1
71607,1,Me di de baja en un curso accidentalmente,5,1,5,2,3,3,323,323,0.30,1
71608,1,activar cuenta,5,1,2,2,3,3,323,323,0.00,1
71609,1,Aplicaciones no visibles en TEC DIGITAL [2017103205],6,1,34,2,3,3,323,357,73.13,0
71610,1,Consulta,10,1,11,2,3,3,323,323,3.18,1
71611,1,agregar a curso,5,1,5,2,3,3,323,323,0.00,1
71612,1,Consulta sobre mensaje de bienvenida,10,1,11,2,3,3,323,323,4.17,0
71613,1,Consulta acerca de plataforma Tec Digital,2,1,11,2,3,3,323,323,2.75,1
71614,1,Error en Laboratorio de Circuitos en CC y CA - Grupo 1,5,1,5,2,3,3,323,323,2.53,1
71615,1,Agregar estudiantes matriculados a cátedra de Resistencia de Materiales.,10,1,4,2,3,3,323,323,5.10,0
71616,1,Re: [Centro de Ayuda del TEC Digital] Re: Problemas de ingreso al TEC Digital,5,1,1,2,3,3,323,323,2.17,1
71617,1,solicitud de apertura de grupo en tec digital,10,1,22,2,3,3,323,323,2.33,1
71618,1,Agregar a tutor a cátedra de Resistencia de Materiales,10,1,7,2,3,3,323,323,4.67,0
71619,1,Inclusión de estudiantes en la Cátedra de ESTÁTICA MI2106,3,1,4,2,3,3,323,357,67.75,0
71620,1,Divulgar,1,1,26,2,3,3,323,323,1.98,1
71621,1,Agregar información de beneficiario INS,5,1,11,2,3,3,323,357,68.25,0
71622,1,Beneficiario Póliza,5,1,11,2,3,3,323,357,68.10,0
71623,1,Solicitud apoyo ingreso TEC Digital,5,1,2,2,3,3,323,357,73.10,0
71624,1,Re: [Centro de Ayuda del TEC Digital] Re: Fwd: Reingreso aprobado – Solicitud de activación de cuenta institucional,5,1,2,2,3,3,323,357,69.48,0
71625,1,activar cuenta,5,1,22,6,3,3,323,323,0.00,1
71627,1,cambio de comunidad,5,1,5,6,3,3,323,323,0.00,1
71628,1,Solicitud de agregar estudiantes,10,1,4,2,3,3,323,323,2.23,1
71629,1,Asignación de Curso,10,1,6,2,3,3,323,323,0.27,1
71630,1,Solicitud de incluir curso,10,1,5,2,3,3,323,323,0.15,1
71631,1,Solicitud de envío de correo a la comunidad estudiantil,1,1,26,2,3,3,323,357,71.18,0
71632,1,activar cuenta,5,1,2,6,3,3,323,323,0.00,1
71633,1,Sincronización de cursos en Tec Digital,1,1,34,2,3,3,323,323,0.58,1
71634,1,Ayuda para reactivación de estudiante,5,1,2,2,3,3,323,357,65.73,0
71635,1,agregar a curso y cátedra,10,1,6,2,3,3,323,323,0.00,1
71636,1,Solicitud para reingresar a un grupo,5,1,5,2,3,3,323,323,0.78,1
71637,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,323,323,0.08,1
71638,1,Ayuda sobre error en tec digital,5,1,5,2,3,3,323,357,66.42,0
71639,1,Se me eliminó una materia,5,4,35,4,2,4,323,357,66.43,0
71640,1,activar apps,5,1,29,2,3,3,323,323,0.00,1
71641,1,Falta de acceso a una clase dentro del TEC-Digital,5,1,5,2,3,3,323,357,65.20,0
71642,1,Beneficiario,5,1,11,2,3,3,323,357,60.47,0
71644,1,Solicitud cuenta Outlook,5,1,38,2,3,3,1630,357,45.95,0
71646,1,Parece haber un error con mi cuenta del tecDigital...,9,4,35,4,2,2,1630,357,38.52,0
71647,1,Error con información personal y otros datos en mi cuenta del tecDigital,5,1,12,2,3,3,1630,357,38.25,0
71649,1,RE: [Centro de Ayuda del TEC Digital] Re: Sistema para inclusiones,5,1,34,2,3,3,1633,357,23.65,0
71650,1,RE: Aprobación en Sistema de Inclusioens,9,4,35,4,3,2,1633,357,23.60,0
71651,1,RE: Aprobación en Sistema de Inclusioens,10,1,34,2,3,3,1633,357,20.78,0
71652,1,Inclusión Cátedra de Física II,5,1,7,2,3,3,1633,357,19.62,0
71653,1,Consulta sistema de inclusiones,5,1,11,2,3,3,1633,357,19.38,0
71654,1,Contraseña tec digital,5,1,1,2,3,3,1633,357,17.38,0
71655,1,CONSULTA INGRESO A TEC DIGITAL,5,1,11,2,3,3,357,415,38.47,0
71656,1,Re: [Centro de Ayuda del TEC Digital] Actualización: RE: INGRESO DE DANIEL SOLANO MORALES - TEC DIGITAL,5,1,1,2,3,3,357,465,54.80,0
71657,1,Falta de acceso a una clase dentro del TEC-Digital,5,1,5,2,3,3,357,357,3.95,1
71658,1,Agregar grupos a Cátedra,10,1,4,2,3,3,357,357,4.17,0
71659,1,Solicitud de listas de estudiantes,1,1,11,2,3,3,357,357,5.92,0
71660,1,Problemas en el proceso de solicitud de inclusión: Jennifer Dayana Villalobos Rodríguez.,9,4,35,4,2,2,357,357,3.80,1
71661,1,Problemas para realizar la solicitud de Inclusiones: Jennifer Dayana Villalobos Rodríguez.,5,1,34,2,3,3,357,357,3.73,1
71662,1,Pregunta acerca de la matrícula por inclusión,5,1,34,2,3,3,357,357,3.98,1
71663,1,Consulta importante sistema de Inclusiones,1,1,34,2,3,3,357,357,5.22,0
71664,1,Enlace de SIGI,1,1,26,2,3,2,357,357,2.97,1
71665,1,Enlace de SIGI,1,1,26,2,3,3,357,532,98.58,0
71666,1,Consulta sobre solicitud de inclusión – Aseguramiento de la Calidad del Software,5,1,34,2,3,3,357,357,3.70,1
71667,1,Consulta sobre inclusion,5,1,34,2,3,3,357,357,4.78,0
71668,1,Consulta sobre actualización de correquisito e inclusión,5,3,34,2,1,3,357,357,4.88,0
71669,1,actualización Cátedra de Física General I,10,3,4,2,3,3,357,357,5.43,0
71670,1,Consulta por problema con inclusion por choque de horario,5,1,34,2,3,3,357,357,0.35,1
71671,1,Solicitud de actualización de integrantes de comunidad.,3,1,4,2,3,3,357,357,7.45,0
71672,1,Consulta,10,1,6,2,3,3,357,357,4.58,0
71673,1,Incluirme como profesor de curso,10,1,6,2,3,3,357,357,4.57,0
71674,1,"RE: Solicitud de creación de grupo - Introducción a la Programación, grupo 13",1,1,21,2,3,3,357,357,4.55,0
71675,1,Equivocación,5,3,5,2,3,3,357,357,4.50,0
71676,1,Actualización de comunidad de Tutorías y Talleres de Física General,10,3,4,2,3,3,357,415,26.48,0
71677,1,Actualización comunidad PI-LIMÓN,1,1,4,2,3,3,357,465,52.37,0
71678,1,Actualización de comunidad,10,3,4,2,3,3,357,357,5.20,0
71679,1,RV: Falta de acceso a una clase dentro del TEC-Digital,5,1,5,2,3,3,357,357,3.90,1
71680,1,agregar a curso,5,1,5,2,3,3,357,357,0.00,1
71681,1,Acceso a inclusiones,5,1,34,2,3,3,357,357,0.00,1
71682,1,QUITAR CARPETAS,10,1,16,2,3,3,357,357,3.72,1
71683,1,actualización cursos y comunidades tec digital,1,3,3,2,3,3,357,415,26.58,0
71684,1,activar cuenta,5,1,2,6,3,3,357,357,0.00,1
71685,1,Actualizar Cátedras,3,1,4,2,3,3,357,357,0.00,1
71686,1,activar cuenta,8,1,2,2,3,3,357,357,0.00,1
71687,1,solicitud,10,3,6,2,3,3,357,357,3.58,1
71688,1,Inclusión de estudiantes en TEC digital,10,1,4,2,3,3,357,415,20.23,0
71689,1,Consulta,1,1,34,2,3,3,357,357,4.12,0
71690,1,Proceso de inclusiones,5,1,34,2,3,3,357,357,1.87,1
71691,1,RV: Reactivación cuenta Tec Digital,8,1,2,2,3,3,357,415,27.28,0
71692,1,Duda sobre levantamiento de requisitos en curso de Corriente Alterna,5,4,35,4,2,2,357,357,0.82,1
71693,1,Duda sobre levantamiento de requisitos en escuela de Electronica,5,4,35,4,2,2,357,357,0.78,1
71694,1,Duda sobre levantamiento de requisitos en la escuela de Electronica,5,3,34,2,3,3,357,357,1.75,1
71695,1,Inicio de Sesión,5,3,34,2,3,3,357,357,1.15,1
71696,1,Acceso al TEC Digital - Gestor de Inclusiones,5,3,34,6,3,3,357,357,0.00,1
71697,1,Ayuda con acceso a curso como docente,10,1,6,2,3,3,357,415,18.97,0
71698,1,Solicitud de Inclusión – Inglés 2 para Administración (Sede San Carlos) - Problema,5,1,34,2,3,3,357,415,23.10,0
71699,1,Solicitud de Actualización de Información de Estudiantes de Cátedra,10,4,35,4,2,2,357,357,0.05,1
71700,1,Solicitud de Actualización de Información de Estudiantes de Cátedra,10,4,35,4,2,2,357,415,16.77,0
71701,1,Consulta,1,1,34,2,3,3,357,415,18.60,0
71702,1,Problemas de acceso,10,1,11,2,3,3,357,415,18.72,0
71703,1,Inclusión Ecuaciones Diferenciales,5,3,34,6,3,3,357,357,0.00,1
71704,1,activacion de cuenta,5,1,2,2,3,3,357,357,0.00,1
71705,1,Consulta sobre procedimiento de solicitud de inclusión,5,1,34,2,3,3,357,415,17.65,0
71706,1,Activación de ingreso a plataforma,5,1,1,2,3,3,357,465,41.32,0
71707,1,Problemas en el proceso de inclusión,5,1,34,2,3,3,357,415,17.55,0
71708,1,Consulta sobre acceso a Tec Digital,5,3,1,2,3,3,357,465,39.55,0
71709,1,Solicitud de Actualización de Información de Estudiantes de Cátedra,3,3,4,2,3,3,357,415,17.58,0
71710,1,Corrección de miembro de curso,1,3,5,6,3,3,357,357,0.00,1
71711,1,Agregar a curso MB2402,10,3,6,6,3,3,357,415,15.02,0
71712,1,Consulta sobre sistema de inclusión,5,3,34,2,3,3,357,415,16.40,0
71713,1,Soporte,10,3,6,2,3,3,357,415,15.57,0
71714,1,No puedo usar los links de mi curso en TEC Digital,5,3,11,3,3,3,357,415,16.20,0
71715,1,Cuestión Comunidades,5,3,7,2,3,3,357,415,14.52,0
71716,1,Curso aparece mal en TEC digital,5,3,5,2,3,3,357,415,14.30,0
71717,1,Solicitud de información para desmatricular curso Investigación de Operaciones,5,3,41,2,3,3,357,415,12.57,0
71718,1,Dudas sobre el sistema gestor de inclusiones,5,1,34,2,3,3,357,415,13.93,0
71719,1,Pregunta del tecdigital,5,3,34,2,3,3,357,415,13.27,0
71720,1,Solicitud de restablecimiento de acceso a correo institucional,5,3,41,2,3,3,357,415,9.48,0
71722,1,Inclusiones 2026,5,3,34,2,3,3,415,415,5.07,0
71723,1,Solicitud,3,3,4,2,3,3,415,415,1.50,1
71724,1,Re: [Centro de Ayuda del TEC Digital] Re: INGRESO BLOQUEADO AL TEC DIGITAL,5,1,1,2,3,3,415,415,1.15,1
71725,1,agregar docente a curso,10,1,6,6,3,3,415,415,0.00,1
71726,1,Lista de estudiantes incompleta,3,3,3,6,3,3,415,415,0.00,1
71727,1,activación de cuenta,10,1,2,1,3,3,415,415,0.00,1
71728,1,Agregar estudiante a comunidad,3,1,7,2,3,3,415,415,0.18,1
71729,1,agregar a comunidad,5,1,7,5,3,3,415,415,0.00,1
71730,1,Me gustaría saber si me podían ayudar a conectarme...,5,3,11,2,3,3,415,415,1.13,1
71731,1,Ayuda comunidad,5,3,7,2,3,3,415,415,0.58,1
71732,1,Reporte de falla,5,3,11,2,3,3,415,415,0.48,1
71733,1,Habilitar inclusión,5,3,34,2,3,3,415,415,0.57,1
71734,1,Incapaz de completar la boleta de Perfil de Ingreso 2026,5,1,11,2,3,3,415,465,20.32,0
71735,1,Problemas con Tec Digital,5,3,42,2,3,3,415,861,742.63,0
71736,1,Acceso al TEC Digital,5,3,1,6,3,3,415,415,0.00,1
71737,1,"Hola, no puedo ingresar al tec digital, Isaac Ben…",8,1,1,2,3,3,415,465,19.93,0
71738,1,Solicitud de inclusión en curso,11,1,6,2,3,3,415,415,1.63,1
71739,1,Inclusión GTH 1,5,1,34,2,3,3,415,415,0.98,1
71740,1,RV: Consulta de matrícula por inclusión del curso de proyecto de graduación,1,1,34,2,3,3,415,775,498.83,0
71741,1,Re: [Centro de Ayuda del TEC Digital] Actualización: Información de curso,5,1,11,2,3,3,415,415,0.90,1
71742,1,Acceso TEC Digital,8,1,2,2,3,3,415,415,1.90,1
71743,1,Acceso a turnitin,10,1,18,2,3,3,415,415,0.52,1
71744,1,agregar a curso,10,1,6,2,3,3,415,415,0.00,1
71745,1,RE: Acceso a turnitin,10,1,18,2,3,3,415,415,0.33,1
71746,1,Soliictud de cambio de profesores en el sistema,10,1,6,2,3,3,415,415,0.48,1
71747,1,Agregar estudiantes a cátedra,10,1,4,2,3,3,415,415,0.35,1
71748,1,cambio de numero de telefono,5,1,12,5,3,3,415,415,0.00,1
71749,1,Consulta sobre retiro de curso e inconveniente en proceso de inclusión,5,1,34,2,3,3,415,465,17.07,0
71751,1,RV: Acceso restringido en gestión de inclusión,1,1,34,2,3,3,415,415,0.67,1
71752,1,RV: Consulta sobre el proceso de inclusión,5,1,34,2,3,3,415,415,0.68,1
71753,1,Solicitud,10,1,16,2,3,3,415,415,0.78,1
71754,1,Inclusiones,5,1,34,2,3,3,415,415,0.00,1
71755,1,Problemas con el correo del tecdigital,5,1,13,2,3,3,415,465,16.92,0
71756,1,Actualizar miembros de Estática 2109,10,1,4,2,3,3,415,465,12.45,0
71757,1,Error en sistema de inclusión,5,1,34,2,3,3,415,465,13.08,0
71758,1,Borrado de carpetas que no se usan,10,1,16,2,3,3,415,532,59.27,0
71759,1,Solicitud de creación de grupos,1,1,21,2,3,3,415,505,44.37,0
71760,1,Consulta,5,4,35,4,2,2,415,465,11.37,0
71762,1,Consulta,5,1,11,2,3,3,415,465,11.33,0
71763,1,Solicitud acceso a Turnitin,10,1,18,2,3,3,465,465,3.88,1
71765,1,Inconveniente con el sistema de inclusiones,5,1,34,2,3,3,465,465,0.72,1
71766,1,Corregir nombre,2,1,12,2,3,3,465,465,3.75,1
71767,1,Uso de plataforma para asistentes,10,1,40,2,3,3,465,465,0.13,1
71768,1,Problema con página de inicio,5,1,11,2,3,3,465,465,1.22,1
71769,1,Correo a estudiantes TEC,1,1,26,2,3,3,465,465,1.37,1
71770,1,ACTUALIZACIÓN COMUNIDAD DE CÁLCULO Y ÁLGEBRA LINEAL,10,1,4,2,3,3,465,465,1.90,1
71771,1,Consulta sobre correos de carrera,5,1,7,2,3,3,465,674,314.65,0
71772,1,Curso de Acondicionamiento,10,1,6,2,3,3,465,465,1.17,1
71773,1,Solicitud de ingreso al TEC Digital,10,1,6,2,3,3,465,465,2.33,1
71774,1,cambio de comunidad,5,1,7,5,3,3,465,465,0.00,1
71775,1,RV: Consulta,1,1,34,2,3,3,465,465,0.22,1
71776,1,Activación cuenta TEC Digital,5,1,2,2,3,3,465,465,1.40,1
71777,1,Apertura al TEC Digital,1,1,23,2,3,3,465,465,1.15,1
71778,1,Necesito cambiar una comunidad por cambio de carrera,5,1,7,2,3,3,465,465,0.15,1
71779,1,Envío de convocatoria de Estudiantes Campus Central para Proyecto,10,1,26,2,3,3,465,505,20.85,0
71780,1,Solicito que me agreguen a la cátedra de Matemática general,5,1,7,2,3,3,465,465,0.53,1
71781,1,Solicito que me agreguen a la cátedra de química ll,5,1,7,2,3,3,465,465,0.50,1
71782,1,Soporte Tecdigital,5,1,2,2,3,3,465,465,3.03,1
71783,1,Falla sobre envío de mensajes,10,1,38,2,3,3,465,465,1.92,1
71784,1,Favor incluir estudiante,5,1,7,2,3,3,465,505,19.72,0
71785,1,Ingreso al TEC Digital (Creación de usuarios),2,1,25,2,3,3,465,465,0.35,1
71786,1,Solicitud de incorporación de estudiantes – Comunidad Matemática General (TEC Digital),10,1,4,2,3,3,465,465,0.72,1
71787,1,capacitación uso del tec digital,5,1,40,2,3,3,465,465,0.33,1
71788,1,Cuenta TEC Digital,5,1,2,2,3,3,465,505,18.03,0
71789,1,activar cuenta,5,1,2,2,1,3,465,465,0.00,1
71790,1,RV: Consulta sobre el proceso de inclusión,1,1,34,2,3,3,465,465,0.10,1
71791,1,Solicitud apertura TEC Digital: FUNDAMENTOS 6 SIGMA P126 G1,2,1,21,2,3,3,465,465,0.55,1
71792,1,Solicitud apertura TEC Digital: FUNDAMENTOS 6 SIGMA P126 G2,2,1,25,2,3,3,465,465,0.82,1
71793,1,Colaboración para agregar personas tutoras de Física General,10,1,7,2,3,3,465,465,0.57,1
71794,1,Problema TecDigital,5,1,11,2,3,3,465,505,18.27,0
71795,1,agregar a cursos,10,1,6,6,3,3,465,465,0.00,1
71796,1,Cambio de Comunidad,5,3,7,2,3,3,465,505,15.18,0
71797,1,Solicito que me agreguen a la cátedra de Laboratorio de química ll,5,3,7,2,3,3,465,505,15.23,0
71798,1,RE: [Centro de Ayuda del TEC Digital],10,1,4,2,3,3,465,505,14.77,0
71800,1,Restablecimiento de Contraseña,2,3,1,2,3,3,505,505,0.08,1
71801,1,Ingreso al TEC Digital (Creación de usuarios),2,3,25,2,3,3,505,505,0.38,1
71802,1,Solicitud apertura TEC Digital: MATEMÁTICA P126 G1,2,3,21,2,3,3,505,505,0.60,1
71803,1,Solicitud apertura TEC Digital: MATEMÁTICA P126 G2,2,3,21,2,3,3,505,505,0.62,1
71804,1,Acceso al TEC Digital,5,3,2,6,3,3,505,505,0.00,1
71805,1,Solicitud apertura TEC Digital: LIDERAZGO P126 G2,2,3,21,2,3,3,505,505,2.97,1
71806,1,Solicitud apertura TEC Digital: LIDERAZGO P126 G1,2,3,21,2,3,3,505,505,2.98,1
71807,1,Problemas con mi correo,5,1,38,2,3,3,505,505,0.47,1
71808,1,Solicitud de inclusión en plataforma de cursos,10,1,6,2,3,3,505,505,0.27,1
71809,1,Cátedra de Dibujo Industrial,3,1,4,2,3,3,505,505,4.43,0
71810,1,Agregar estudiante a comunidad,3,1,7,2,3,3,505,505,1.12,1
